,prediction,actual rating
0,3.062609835324351,3.0
1,2.5095669445346487,1.0
2,3.776503706903049,5.0
3,3.220207787177998,3.0
4,2.214233057026242,1.0
5,2.1821268924916652,3.0
6,2.5663237684066873,4.0
7,2.404727938942001,5.0
8,3.471477039909478,3.0
9,3.3059695524718795,4.0
10,3.394384769277426,5.0
11,3.7581130331316235,4.0
12,3.5201044622014845,5.0
13,3.1060825854960163,3.0
14,3.7444635387373784,4.0
15,3.9508503258957304,4.0
16,3.064225671382431,3.0
17,2.8204235169650658,4.0
18,4.505656113737695,4.0
19,3.8554088823153845,4.0
20,2.191240849941997,4.0
21,2.038183715864488,2.0
22,3.542106521085638,5.0
23,3.8013597934604384,5.0
24,2.4628246629483255,1.0
25,2.501452764332145,1.0
26,3.4531903663856816,4.0
27,4.084871764335097,5.0
28,3.5937503387512253,4.0
29,3.4610424328763854,3.0
30,3.358115405750489,3.0
31,2.6215594666977275,1.0
32,1.936508956840566,4.0
33,1.5269115285794157,1.0
34,3.017106054680897,5.0
35,3.0939453619210235,5.0
36,3.3576113157963148,2.0
37,3.7101850444857156,5.0
38,4.422771484620957,5.0
39,3.7125567995638695,2.0
40,3.6086544458936536,3.0
41,3.945470507350132,4.0
42,2.4840455100907968,3.0
43,2.8034564346550326,4.0
44,3.3664097734642158,2.0
45,3.072335879386818,4.0
46,3.328406048275462,4.0
47,3.07979810098593,4.0
48,3.6980445873405845,5.0
49,1.8758136605966738,3.0
50,3.731281876909419,4.0
51,3.0711121437532176,2.0
52,2.7753066185136146,3.0
53,2.8460177664536257,4.0
54,3.1379982000898203,4.0
55,2.60166454427428,3.0
56,3.359551073072052,5.0
57,2.995567138235468,2.0
58,2.7063342617297885,4.0
59,2.2849288993758594,4.0
60,3.4952723299009842,4.0
61,3.9145085966015625,4.0
62,3.520618446119291,4.0
63,3.0402489779840423,3.0
64,3.151437283226635,4.0
65,3.213431461187287,3.0
66,3.5755859826882883,5.0
67,3.039138570130372,4.0
68,2.7058951333570973,3.0
69,3.162945484466358,3.0
70,2.79252209441994,1.0
71,3.7638171884785283,5.0
72,2.713972509422416,2.0
73,2.4850800701292277,3.0
74,3.5751127967967724,4.0
75,3.801112588880143,4.0
76,3.2490763257042046,1.0
77,3.420659833130947,4.0
78,3.617449812894246,3.0
79,2.0185561329147967,2.0
80,3.916402984964956,5.0
81,2.56667441047076,3.0
82,2.710366741635027,4.0
83,2.949002009682767,4.0
84,3.4384612599332707,5.0
85,3.2248699385683457,5.0
86,3.9313245890675983,4.0
87,2.774770717691696,3.0
88,2.545017634900169,3.0
89,2.6559959299929052,3.0
90,2.911351358229344,3.0
91,2.6017157499407957,4.0
92,3.3578439254087087,5.0
93,3.4268744440103447,4.0
94,3.7430279221460596,4.0
95,3.11239140630323,3.0
96,2.914805445186609,4.0
97,3.194188864769862,4.0
98,3.541728166111821,4.0
99,3.2178466279451663,5.0
100,2.880087885694765,5.0
101,2.55760269444529,3.0
102,2.5115185912815092,3.0
103,2.7547686383782835,4.0
104,3.2632107262028307,4.0
105,2.811234691331555,4.0
106,3.245095420548941,3.0
107,3.7340560265085907,3.0
108,3.217090916708414,5.0
109,3.783490769598842,4.0
110,3.6682956467894154,5.0
111,3.9567799997026705,4.0
112,3.6600487742546823,4.0
113,2.930191045638648,4.0
114,2.9113174834374744,5.0
115,2.6552578133435527,4.0
116,3.6694835453346846,3.0
117,3.301449028373223,4.0
118,3.1363360644644582,5.0
119,3.324825659996274,4.0
120,4.008365328864795,2.0
121,3.2100154325955783,5.0
122,2.8463341145852628,3.0
123,2.4270539198605996,4.0
124,2.5677751326902416,4.0
125,2.3755119257209203,3.0
126,3.352735902861518,4.0
127,3.2304903211707905,3.0
128,3.375525379301911,4.0
129,3.8607833458229948,5.0
130,2.9494107138602264,3.0
131,3.085938283579513,4.0
132,3.413234186374789,5.0
133,2.819064372297425,3.0
134,3.6541126245469533,5.0
135,3.038706310127494,3.0
136,3.866364940674068,5.0
137,3.6993188181188477,5.0
138,3.737356013221468,5.0
139,3.6408757286005407,5.0
140,2.7945924199344536,3.0
141,2.757344550655887,3.0
142,2.549647226771365,3.0
143,3.49768649478032,5.0
144,2.887769769322531,4.0
145,2.3592344036309334,2.0
146,3.897452603397844,5.0
147,4.004345995068098,4.0
148,3.5827407567337053,5.0
149,3.626816227838841,4.0
150,3.6909566414639055,3.0
151,2.9250923512224998,3.0
152,2.8120621348622072,3.0
153,2.7353866684783243,4.0
154,2.7033534018504306,3.0
155,2.5114597525959375,2.0
156,2.1804592519596295,3.0
157,1.7718260254563931,2.0
158,2.279806136101506,2.0
159,2.123382887895709,2.0
160,3.3755567279457357,4.0
161,3.4455062968510717,4.0
162,3.830534912085433,4.0
163,3.195963265442582,3.0
164,3.3069856394774173,4.0
165,2.8548374527072933,2.0
166,2.106820467805723,2.0
167,2.555637000414697,3.0
168,3.392817293910578,1.0
169,3.2559489532765356,4.0
170,3.0781630269572755,3.0
171,2.978122251042642,3.0
172,3.262021579479294,5.0
173,3.4007833805743144,5.0
174,3.584459506404865,5.0
175,3.651921049528025,5.0
176,2.452565942119943,4.0
177,2.418534881721599,2.0
178,3.8273440712972486,5.0
179,3.4641964358329083,4.0
180,4.203732905541956,5.0
181,4.41939753441548,5.0
182,3.4095568377844105,5.0
183,4.134398905493982,4.0
184,3.6663713299024883,4.0
185,3.6417601561880004,5.0
186,3.1977643987503654,4.0
187,4.021982299676736,5.0
188,3.4007976389242995,5.0
189,3.6295564250563808,2.0
190,3.240025500221791,5.0
191,1.7415807669546972,2.0
192,3.3896415814715697,3.0
193,3.164979205200162,4.0
194,3.658433280361547,5.0
195,3.239114869155943,3.0
196,2.5312472316368253,2.0
197,2.31764798113738,2.0
198,3.810730685866939,5.0
199,3.311777350393709,5.0
200,3.7780057117003194,5.0
201,3.3145747867737554,4.0
202,2.599172159898115,2.0
203,3.7168056886870673,4.0
204,3.6585457394866214,5.0
205,3.868756918148562,5.0
206,3.43054632110921,3.0
207,3.1891606874880383,5.0
208,3.825501645894822,2.0
209,4.2994320148789,4.0
210,3.0519787806402174,4.0
211,2.0828594820793445,3.0
212,3.6093775982555085,5.0
213,3.6159266558211502,3.0
214,3.390683403206768,5.0
215,3.383156789410299,4.0
216,1.5578443431698565,4.0
217,2.2764073055486906,5.0
218,3.7829274891612426,1.0
219,3.4746946419170075,5.0
220,1.9904521626705447,2.0
221,2.2611527448951434,2.0
222,3.271168696023327,4.0
223,3.2872629635357344,4.0
224,3.244693162338518,5.0
225,2.8709410068713486,2.0
226,4.314492837526244,5.0
227,3.603494588555654,4.0
228,3.6693355416852755,5.0
229,3.2754305663916266,4.0
230,3.240641574006244,4.0
231,3.3692652601411646,4.0
232,3.6893213838765524,5.0
233,3.6144693016423894,4.0
234,3.7927834958316904,4.0
235,2.757282418885878,2.0
236,3.231248166310886,5.0
237,2.6636827551209543,4.0
238,3.612793237568596,4.0
239,3.2581358404290692,3.0
240,2.126694358995439,2.0
241,2.2177252244867716,5.0
242,2.9262716126635,4.0
243,2.381514417032261,3.0
244,3.405030538000053,3.0
245,3.979754187107946,5.0
246,3.5101348155891756,4.0
247,3.8815961243752986,5.0
248,3.429283531705912,4.0
249,2.831133114499388,1.0
250,3.1348045955587893,5.0
251,2.967528756644669,5.0
252,3.787728172903407,3.0
253,4.164988932212446,4.0
254,3.7262089178071527,4.0
255,3.6540013202158113,4.0
256,3.4854107545032473,5.0
257,3.19136017621705,5.0
258,3.5900659194494375,4.0
259,3.6851956907897057,5.0
260,3.0364727079348466,5.0
261,3.105885537589147,3.0
262,3.4277924797673185,5.0
263,3.5620934159775217,4.0
264,3.121724930714348,4.0
265,2.797815619902223,2.0
266,2.887533627506898,1.0
267,2.257873803154326,5.0
268,3.5549495296522435,5.0
269,3.273813805310057,5.0
270,0.9154052251014935,4.0
271,0.7378560863635576,2.0
272,2.8543593297450878,4.0
273,3.4947235341189122,5.0
274,3.2389793649624337,5.0
275,3.3986759414913545,4.0
276,3.825204008230204,5.0
277,3.5176186440016153,4.0
278,2.783017980445468,5.0
279,3.036596968400601,4.0
280,3.6137302732633882,4.0
281,3.709920338298809,3.0
282,2.893312994755312,4.0
283,3.6556724940022227,3.0
284,3.7857254660235475,5.0
285,4.1190628452185845,5.0
286,3.0072642203585214,4.0
287,2.857820426354701,4.0
288,3.1773743422607668,4.0
289,2.665971927291459,4.0
290,3.163612824831722,4.0
291,2.451153919740928,3.0
292,2.212457608649189,3.0
293,2.539289930604797,3.0
294,3.2441680458323217,4.0
295,3.174867527529317,4.0
296,3.1522069970402105,3.0
297,3.3621154704640435,5.0
298,2.9579781790443027,3.0
299,2.7446519044543516,3.0
300,2.810702629843465,2.0
301,2.993768033138004,4.0
302,3.1247961026493156,4.0
303,2.2902056896978933,3.0
304,2.3682215704303036,2.0
305,2.9103870845082587,2.0
306,3.2173237464532076,4.0
307,2.397371927671417,1.0
308,3.136042794512015,4.0
309,3.0684394373380424,2.0
310,2.634477710193544,3.0
311,2.849978203817601,3.0
312,1.4233837093797002,1.0
313,1.6684734086177118,2.0
314,2.976809107793134,3.0
315,1.8887478358678784,5.0
316,3.5196116054182363,4.0
317,3.1183100461136894,4.0
318,2.971084288638025,2.0
319,2.403944701791652,4.0
320,3.4308925375769914,3.0
321,3.362135573948258,4.0
322,3.0136276448722965,1.0
323,1.403933040557421,4.0
324,3.4534563574522013,4.0
325,3.909951224466247,4.0
326,4.0359862940722255,4.0
327,3.896609466190742,3.0
328,3.511260718092218,3.0
329,3.487033058430216,4.0
330,3.922774898877483,5.0
331,3.174060017655655,4.0
332,2.676358243860148,4.0
333,2.434716545877613,4.0
334,2.5224608869785885,3.0
335,3.4069278223430834,4.0
336,2.919309366010934,4.0
337,3.689269794504428,4.0
338,2.2479565570701667,3.0
339,2.240737599006664,4.0
340,2.5924988042338044,4.0
341,2.409395607686512,3.0
342,2.5624865839693682,3.0
343,2.0886573087041156,4.0
344,3.2615113298614093,2.0
345,3.5269058701433917,5.0
346,2.8330564314452906,5.0
347,2.790604666809541,4.0
348,1.7755814032439081,1.0
349,2.0719355615059856,5.0
350,3.1381740138736056,1.0
351,3.4983217186976203,3.0
352,3.4985217291746378,2.0
353,3.8284659597995336,5.0
354,4.160456240783305,5.0
355,4.3706270581273925,5.0
356,2.2157705967802497,3.0
357,2.8094969772814427,2.0
358,4.041157646472144,4.0
359,3.7861756939703812,5.0
360,3.755140290149476,5.0
361,3.423368432189772,5.0
362,4.195277834216078,5.0
363,3.5362834380637373,4.0
364,4.220337881765407,5.0
365,3.9185796604171648,5.0
366,3.360995165430732,3.0
367,3.6976685922956225,5.0
368,3.2294333724639928,4.0
369,2.7548979236688216,4.0
370,2.7253659018696474,4.0
371,2.7589010761958783,4.0
372,3.2526072833497275,3.0
373,2.669380629381814,4.0
374,3.779513525854483,4.0
375,3.516712225377581,5.0
376,4.142920237411296,5.0
377,3.2007507461332776,4.0
378,3.3470455344973873,4.0
379,3.1684443386014745,3.0
380,3.7376417781983626,3.0
381,3.475135226479827,4.0
382,1.9833846866570435,2.0
383,2.677751654335268,4.0
384,2.149704740816508,5.0
385,1.8274249750067955,1.0
386,2.8694907400024006,4.0
387,3.912187574322134,3.0
388,3.386669002035316,4.0
389,4.020156949247878,5.0
390,3.1856962391859835,4.0
391,3.535341252927157,4.0
392,2.7672446949452305,4.0
393,2.4181042461302336,1.0
394,3.837462491720066,4.0
395,3.703690146992896,5.0
396,3.535912838175385,4.0
397,2.2820659791652935,2.0
398,3.438776549683734,4.0
399,3.325582448404346,5.0
400,3.848974055142734,5.0
401,4.072657717028419,5.0
402,2.0535282263535763,3.0
403,2.33226000575648,4.0
404,2.6329753909106963,3.0
405,2.822424672569137,4.0
406,4.542511484002469,5.0
407,3.729771314519034,3.0
408,3.058141285500869,3.0
409,3.3568610346181424,4.0
410,4.06588115252951,5.0
411,3.834990692490595,4.0
412,3.4387155403582916,2.0
413,3.8330226713881883,5.0
414,3.0842138903193606,4.0
415,2.8614838530024853,3.0
416,2.647019470627906,4.0
417,2.45337802816151,5.0
418,3.6311791571636847,4.0
419,2.5617115058153046,2.0
420,2.9498495917032264,4.0
421,2.659634053909374,3.0
422,3.5057468404482113,3.0
423,3.366790148938561,5.0
424,2.5014012174964777,3.0
425,3.3532649825655674,3.0
426,3.172694070740571,4.0
427,2.326630307487146,2.0
428,3.521167270088222,3.0
429,3.9123919254863275,5.0
430,2.931565808980049,4.0
431,2.780209733947755,3.0
432,3.481503539351784,3.0
433,3.8169479516244462,4.0
434,3.1771136357527583,5.0
435,3.4626794801622505,4.0
436,3.1304835347816287,3.0
437,2.70001107366365,3.0
438,2.499914380675642,4.0
439,2.734830207293569,3.0
440,4.070000543286397,4.0
441,3.835925239106538,5.0
442,2.4669815914280058,2.0
443,2.255645550569713,4.0
444,2.3404610519025626,3.0
445,2.3062653696860633,1.0
446,3.221036676300421,1.0
447,3.736376142225171,5.0
448,3.9516571449056386,3.0
449,4.44392406737182,5.0
450,3.10575257106572,3.0
451,3.36681326480734,5.0
452,3.7018757253652126,4.0
453,3.6545826881433725,3.0
454,2.7843297652222265,3.0
455,2.3681366524212106,3.0
456,3.2619918931293364,4.0
457,3.408259701691566,4.0
458,2.743551009781053,5.0
459,2.406820085522488,5.0
460,2.928319640415036,1.0
461,2.6289091470095203,2.0
462,3.5264978385762644,2.0
463,2.853337358130389,3.0
464,3.5741666889492594,3.0
465,3.5104245047129403,4.0
466,3.155437607622852,3.0
467,3.4451491074437492,4.0
468,2.9007503223457767,3.0
469,3.611933512012487,3.0
470,4.068102185924031,4.0
471,4.095870354198427,5.0
472,3.5916572046194557,5.0
473,2.7633548000073174,4.0
474,2.5858001828553516,3.0
475,2.802589369820581,4.0
476,4.1932383303865,5.0
477,3.602266573489471,5.0
478,3.5883747392485974,4.0
479,3.299614355905522,2.0
